10000
x px y py z pz
 -9.857972418e-04 -6.406851595e-10  1.985138609e-04  1.667877315e-10 -1.211266559e-12  2.340826952e-03
  5.680689450e-04  4.177204105e-10 -7.123009602e-04  8.389001449e-11  5.040519935e-13  2.340826952e-03
 -5.509420461e-04  6.194701198e-10 -1.524887354e-04  2.432702477e-11  1.982601513e-13  2.340826952e-03
 -4.685518338e-04  5.100205097e-10 -4.484110860e-04  8.205794375e-10 -3.201603607e-13  2.340826952e-03
 -4.218120275e-04 -2.867152987e-10 -1.439052162e-03  1.179155452e-09 -9.283009047e-13  2.340826952e-03
 -4.694422065e-05  1.455319319e-09 -1.971510880e-04 -5.296443770e-10  3.036661224e-13  2.340826952e-03
  7.188847103e-04  7.064163345e-10 -1.131773141e-03  5.817819548e-10 -3.903919331e-13  2.340826952e-03
 -7.405644989e-04 -6.576206801e-10  1.086178979e-03 -1.426333655e-10  5.178719064e-14  2.340826952e-03
 -1.893056775e-03  1.011978602e-09 -3.489475083e-04  7.296521875e-11  3.785887179e-13  2.340826952e-03
  5.467039357e-04 -5.775234628e-11  7.336064588e-04  3.973220892e-10  2.785681482e-13  2.340826952e-03
  2.344239330e-04 -6.348811040e-10 -5.149094551e-04  1.979477326e-09 -9.161805825e-13  2.340826952e-03
  7.325757936e-04 -2.422532758e-10 -1.140896322e-06  7.909375998e-10 -4.148881306e-13  2.340826952e-03
 -2.480861277e-04  8.906991439e-11 -2.092720713e-04  1.277028017e-09  3.536426061e-13  2.340826952e-03
 -2.184719661e-04 -1.483824579e-10  7.806745558e-04 -6.456607494e-10 -1.372652966e-12  2.340826952e-03
  1.257209306e-05 -1.391694175e-09  2.745501009e-04 -2.016313038e-10  7.733648324e-13  2.340826952e-03
  6.547966623e-04 -5.725059602e-10  9.740234225e-04 -1.092051986e-09  9.072404937e-13  2.340826952e-03
  1.028000997e-03 -1.411199424e-09  6.484760910e-04 -2.645017236e-10 -3.541717691e-13  2.340826952e-03
  5.343001721e-04 -1.382710539e-09  8.294058528e-04  5.958784014e-10  1.037288084e-13  2.340826952e-03
  5.164628055e-05 -1.285426553e-09 -1.432612674e-03  8.310040603e-11  6.284353406e-13  2.340826952e-03
  8.791867322e-04  1.061695204e-09  3.011649536e-04 -2.747019763e-10 -1.701619547e-13  2.340826952e-03
 -1.142799247e-03  6.068564209e-10 -7.152604162e-04 -1.534063401e-10  9.555367856e-13  2.340826952e-03
 -1.636859326e-03  1.489718432e-09 -1.184514890e-03  2.610864721e-10  5.903867016e-13  2.340826952e-03
 -1.056674610e-03  7.718419374e-10 -1.737460391e-04  8.839230971e-10  1.083446381e-12  2.340826952e-03
 -6.345488816e-04 -1.935974702e-09 -2.207372158e-04 -8.419850187e-10  1.581131720e-12  2.340826952e-03
 -9.014883887e-04  3.773277230e-10  4.551832613e-04  4.892122730e-10 -1.572711707e-12  2.340826952e-03
  4.767659051e-04  1.734645319e-10  6.318719569e-04  5.433997077e-10  2.729094437e-14  2.340826952e-03
  1.226556824e-03 -2.466038326e-10 -2.769654818e-04  6.639825090e-11  4.977389044e-13  2.340826952e-03
  6.294178578e-04  9.515674009e-10  1.528696634e-03  4.288658522e-10  6.187446453e-13  2.340826952e-03
  5.578162850e-04 -8.350835837e-10  3.629739209e-04  1.308537059e-09  8.025300750e-13  2.340826952e-03
 -4.760644580e-04  2.430398075e-09  3.053630818e-04 -4.392490732e-12 -1.205614152e-12  2.340826952e-03
  1.983151477e-03 -1.291127927e-10  8.553644088e-04  1.143301452e-10 -1.278832782e-12  2.340826952e-03
 -6.787386522e-04  3.118208853e-10  5.593826177e-04 -1.213420938e-09  2.949736472e-13  2.340826952e-03
  5.368583085e-04  2.132807158e-10 -3.259429935e-04 -7.319746403e-10  8.932245980e-13  2.340826952e-03
  2.944431547e-04  4.731638516e-10 -2.254918153e-04 -8.384703202e-10 -8.709429254e-13  2.340826952e-03
  7.375437864e-04  6.932484131e-11  2.191142565e-04 -4.690936001e-10 -2.000308804e-13  2.340826952e-03
 -1.345888793e-03 -1.707236047e-09  1.125681252e-03  1.637067185e-09 -1.923107054e-13  2.340826952e-03
  9.402164131e-04  5.199165764e-10 -4.295161479e-04 -2.889476678e-11 -7.679388882e-13  2.340826952e-03
  4.463124537e-04  1.310976517e-11  8.874375960e-04 -1.799635108e-10  1.389982929e-13  2.340826952e-03
  3.952556988e-04 -7.437328043e-10  1.382433899e-03  1.805951187e-09 -3.498783111e-13  2.340826952e-03
 -3.948173015e-04 -1.224579563e-09 -7.600283969e-04  7.640851283e-11 -4.326245244e-13  2.340826952e-03
 -1.100391390e-03  1.209314918e-09 -3.623714980e-04 -3.138942866e-10  4.202292984e-13  2.340826952e-03
 -4.841433350e-05 -3.906618409e-10  2.745481441e-04 -2.885660678e-10  7.739731476e-14  2.340826952e-03
 -1.176328923e-03  3.309771939e-10 -6.766062185e-05 -7.575049277e-10 -2.609031639e-12  2.340826952e-03
 -2.873736287e-04  6.092255712e-10  4.664675607e-05 -9.407262098e-10  1.376226390e-12  2.340826952e-03
 -5.464767637e-04  1.261663553e-09  3.705076918e-04 -1.474862317e-09 -1.352784229e-12  2.340826952e-03
 -4.402955236e-04  1.583694310e-09 -1.624578774e-03 -1.517111244e-10  1.322673289e-12  2.340826952e-03
 -4.957732771e-04 -2.494836281e-10  8.078496037e-04 -1.093930496e-10 -4.894535549e-13  2.340826952e-03
  3.287835450e-04  3.367286131e-11 -1.036670869e-03  9.655128009e-10  8.986283592e-13  2.340826952e-03
 -6.561288285e-04 -1.207060895e-09 -4.604544899e-05  6.212081992e-11 -2.379022978e-13  2.340826952e-03
  6.566541957e-04  1.332224558e-09  8.071708720e-04  3.364776846e-10  1.732228438e-12  2.340826952e-03
  9.809404450e-04  5.019109606e-10  1.016413632e-03  9.684423237e-11  7.889675779e-13  2.340826952e-03
 -6.424616944e-04  2.660769395e-10  1.840882838e-04  7.575485255e-10 -3.859054259e-13  2.340826952e-03
 -1.899717722e-04 -1.099815065e-09  3.897724258e-04 -4.889558285e-10  3.120638808e-13  2.340826952e-03
  4.995687617e-04 -1.444061232e-09 -4.455088902e-04 -1.296252807e-09  3.440528821e-13  2.340826952e-03
  5.148191533e-04 -5.708639726e-10 -4.109956055e-04  3.667804132e-10  2.184146404e-13  2.340826952e-03
 -1.555664829e-04 -1.185254834e-09 -7.923089556e-04  5.982496610e-11  6.107338485e-13  2.340826952e-03
 -7.338178863e-05 -2.035734321e-09  1.326300159e-03 -4.739701468e-10 -3.686687505e-13  2.340826952e-03
 -5.895652874e-04  4.039164232e-10  5.182717965e-04  4.445854096e-10 -1.665366693e-12  2.340826952e-03
  5.731728801e-04  1.706772070e-09  5.831422739e-04  6.055648482e-10  4.232977763e-13  2.340826952e-03
 -1.015859965e-03  5.806636106e-11  1.006773354e-03  2.763258336e-09 -1.415914043e-12  2.340826952e-03
 -4.670162664e-04  6.444080068e-11 -6.065993281e-04 -2.055732596e-10 -1.083831728e-12  2.340826952e-03
 -8.544761415e-05  2.732956569e-09  9.229049798e-04  3.194845980e-10  8.002720737e-13  2.340826952e-03
  4.085890242e-04  4.882299615e-10 -7.438341666e-04  1.194496005e-09  1.117099981e-13  2.340826952e-03
  3.848184636e-04 -1.139118409e-09 -1.053135188e-03  1.545351709e-09 -1.318397983e-12  2.340826952e-03
 -8.023360622e-04  8.698780839e-10  1.656464647e-04 -1.631488048e-10 -1.790848671e-12  2.340826952e-03
  2.718475321e-04  9.969847568e-10  1.144791218e-05 -2.934338970e-10  6.675264726e-13  2.340826952e-03
  2.662540799e-04 -1.108549412e-09 -1.258899309e-03  9.836253800e-10  7.861932417e-13  2.340826952e-03
  1.441386263e-04 -8.737116399e-10 -6.632815280e-04 -6.078674537e-10 -7.904038001e-13  2.340826952e-03
 -5.574672217e-04 -1.425770731e-09 -1.392395492e-03  2.598864387e-11  5.438719219e-13  2.340826952e-03
  9.224580283e-04  5.889628319e-10  1.636120194e-04  1.239153506e-09 -1.628700338e-12  2.340826952e-03
 -4.000744654e-04 -1.032134901e-09 -6.774184640e-04 -3.140404366e-10 -9.131635878e-13  2.340826952e-03
 -4.328812903e-04 -4.116322425e-10 -2.834193212e-04  5.819555475e-10 -1.831820680e-13  2.340826952e-03
 -4.301957264e-04 -3.035437346e-11  3.565717274e-04  2.584725932e-11  1.027005259e-12  2.340826952e-03
 -5.939107404e-04 -1.637224723e-10 -2.355479125e-04 -2.848516656e-11 -5.724997260e-13  2.340826952e-03
  7.068605675e-04 -2.318263410e-10 -2.001552580e-04 -9.686603305e-10  2.012899071e-13  2.340826952e-03
 -5.598622437e-04  1.042313190e-09 -5.125789916e-04  3.745573542e-10 -1.318802468e-12  2.340826952e-03
 -2.258937893e-04 -1.345698639e-09 -4.261775562e-04 -1.879172671e-10 -2.488854242e-13  2.340826952e-03
 -1.389098355e-03  2.486286943e-11  7.386997936e-04  9.652851788e-10 -1.514581506e-12  2.340826952e-03
  3.530206648e-04 -2.428458381e-11  3.818162349e-04  1.547459797e-09  2.593734035e-12  2.340826952e-03
  8.961368224e-05  2.947766847e-10  8.499508350e-04 -1.289802310e-09  4.637367484e-13  2.340826952e-03
  8.389017831e-05  1.539851082e-09 -5.266316624e-04 -1.821779806e-09  3.365160785e-13  2.340826952e-03
 -5.805826181e-04 -8.701299350e-11 -5.184115095e-04  1.373718641e-09 -1.367834429e-12  2.340826952e-03
  1.110008966e-03  1.858654553e-10  1.468258097e-05  3.935089831e-10  1.223084311e-13  2.340826952e-03
 -8.139938601e-05 -7.000992055e-10 -4.950263582e-05  1.410661009e-10 -2.856551629e-13  2.340826952e-03
 -7.609846439e-04 -2.395854921e-10 -1.975961513e-04  1.975365455e-10 -1.135500681e-13  2.340826952e-03
 -2.537915966e-04 -1.287921282e-09  4.424549037e-04 -1.551073720e-11 -7.202674550e-13  2.340826952e-03
  7.817356328e-05  1.618392357e-09 -8.825774381e-05  2.713929406e-10  8.483001328e-14  2.340826952e-03
 -1.841916310e-04  3.877423161e-10  4.719436383e-04  1.678109482e-10 -5.234386909e-13  2.340826952e-03
 -3.208298335e-04 -9.128176360e-10 -1.558605331e-04 -1.840852193e-09  1.922953736e-12  2.340826952e-03
 -1.440285868e-04 -7.905090941e-10  3.211789286e-04  1.161065952e-09 -8.332118006e-14  2.340826952e-03
 -3.587559686e-04  1.421331682e-10 -7.641098218e-04  4.333670149e-10  9.866708308e-13  2.340826952e-03
 -4.581018856e-04 -1.497531093e-10  4.170109739e-04  9.090773951e-10  4.595334765e-13  2.340826952e-03
 -1.287703245e-03 -2.497985202e-10  1.682628570e-05 -1.901989626e-09  1.816886595e-13  2.340826952e-03
 -4.655226323e-04  5.710472171e-10  6.180985216e-04 -1.853746968e-09 -5.134544551e-13  2.340826952e-03
 -7.845015698e-06 -1.001371159e-09 -8.626651725e-04 -7.665884423e-10 -1.703533050e-12  2.340826952e-03
  3.357769023e-04  1.878900958e-10  9.164421419e-04 -1.004786770e-09  3.593386863e-13  2.340826952e-03
  4.350632539e-04 -5.453476632e-10  9.151128174e-04 -1.256158569e-09  8.828968425e-13  2.340826952e-03
  9.729593418e-04 -8.351515071e-10  1.827582445e-04  2.037085515e-10  1.022654359e-12  2.340826952e-03
  8.862528520e-04  9.704238548e-10  6.386950729e-04 -1.508362629e-09  1.630048439e-12  2.340826952e-03
 -1.525046052e-03 -7.266751065e-12  2.179431959e-05 -8.438420908e-10  5.294540383e-13  2.340826952e-03
 -5.007825761e-04  1.845527546e-09  3.560714345e-04 -3.758086291e-11  1.197637231e-12  2.340826952e-03
 -8.743430063e-05 -3.502571674e-10 -5.560576076e-04  3.577617018e-10  2.135612520e-13  2.340826952e-03
  8.043656516e-04  1.757788650e-09 -1.014081722e-03 -1.404495979e-10  1.028000171e-12  2.340826952e-03
 -7.490427190e-04 -3.829351575e-10 -6.583998787e-04 -9.314014575e-10 -5.282955720e-13  2.340826952e-03
 -1.956603562e-05  1.564072355e-09 -2.154918949e-04  2.080873765e-10  2.193264258e-12  2.340826952e-03
  6.194183852e-04 -9.823452062e-11  1.043762001e-03 -1.731915299e-10 -6.258639884e-13  2.340826952e-03
 -4.888147349e-04 -2.245285036e-09 -2.541743956e-04  1.308674803e-09 -2.229204583e-12  2.340826952e-03
 -5.743383291e-04  9.357042416e-10 -4.170843567e-04 -4.669823051e-11  1.172149255e-15  2.340826952e-03
 -7.715337888e-04 -9.439354663e-10  1.345094748e-03 -3.039697888e-10  4.004138818e-13  2.340826952e-03
  4.334256168e-04  4.874724733e-10  4.152476211e-04 -1.203199009e-09 -5.961031187e-13  2.340826952e-03
 -1.218041369e-04  1.374785022e-09 -3.606855550e-04 -7.167941225e-10  1.025659103e-12  2.340826952e-03
 -1.169990934e-03 -9.253739454e-10 -3.960910009e-04  1.194452646e-09  2.142373204e-12  2.340826952e-03
 -1.210227444e-04  5.039387434e-10  2.318969837e-04 -8.939490176e-10 -1.212253878e-12  2.340826952e-03
  4.327812376e-04  9.760775156e-11 -3.754805304e-04 -9.242461340e-10 -2.115388180e-12  2.340826952e-03
 -1.346707385e-03 -1.583713986e-09  3.552577913e-06 -7.804157410e-10 -2.994558454e-13  2.340826952e-03
 -1.163977280e-03 -5.962868206e-10  9.492823835e-04 -9.076425996e-10 -1.452916574e-12  2.340826952e-03
  1.022439371e-03 -1.743125256e-10 -1.086302508e-03 -1.604889855e-09 -1.052220420e-13  2.340826952e-03
 -4.997122964e-04  1.556701830e-09 -3.467618294e-04  8.037411178e-10 -1.222312689e-12  2.340826952e-03
 -6.645821384e-04  8.688191728e-10  8.225893355e-04 -1.767806101e-09  8.509928912e-13  2.340826952e-03
 -6.920456724e-04  1.044439513e-09  6.091290569e-04 -6.211098076e-10 -4.469583870e-13  2.340826952e-03
  6.292596083e-04 -5.991762744e-11  8.236952350e-05  7.131748065e-10 -6.245687627e-14  2.340826952e-03
  3.623080736e-04  5.612461256e-10 -2.120090908e-04  4.666135494e-10  1.224156282e-12  2.340826952e-03
 -4.406570985e-04 -3.231058444e-10 -1.012176315e-03  3.803496161e-10 -7.196564920e-14  2.340826952e-03
  1.263494344e-03  5.091577714e-10  4.105632902e-04  1.658196783e-10 -6.856338006e-13  2.340826952e-03
  4.325192886e-04 -1.578684249e-10  8.805794892e-05 -9.650756225e-10  2.164669902e-12  2.340826952e-03
 -5.562774485e-04  4.481705156e-10 -3.366049329e-05  1.758389724e-09 -1.576339375e-13  2.340826952e-03
  2.239249899e-04  7.542196298e-10  1.739852251e-03  1.776152757e-09  1.235301552e-13  2.340826952e-03
 -7.836074135e-04 -7.528571804e-10 -2.976448117e-04 -4.190927171e-10  1.931936260e-12  2.340826952e-03
  5.754095498e-04 -6.037816421e-10 -1.388495752e-04 -1.966063671e-10 -9.110128164e-13  2.340826952e-03
 -7.522023724e-04  2.193273365e-09 -4.355353985e-04  3.432550707e-10 -1.008657236e-12  2.340826952e-03
  4.369163829e-04 -4.753523592e-10  3.492693322e-04  5.663028271e-10 -7.024904460e-13  2.340826952e-03
 -2.851415608e-04 -9.519713241e-11  1.224084083e-04  7.941870494e-10 -7.274127226e-13  2.340826952e-03
 -2.022792156e-04  5.451650193e-10 -2.051877042e-04 -1.233571957e-09 -1.888930381e-12  2.340826952e-03
 -1.337212993e-03  2.608833053e-12  5.884334680e-04 -2.874449236e-10  1.104696629e-12  2.340826952e-03
 -8.113650829e-04 -5.330442939e-10  1.605374997e-03 -1.267739543e-09  3.004464172e-13  2.340826952e-03
 -4.542497353e-05  1.541736906e-09  8.781508905e-05 -5.169144513e-10 -1.157949222e-12  2.340826952e-03
 -2.664701726e-04  1.746061422e-09  3.551302461e-05  3.718857102e-11 -1.488494616e-12  2.340826952e-03
 -5.690567920e-04  6.948679881e-10 -2.112803267e-03  1.051408886e-09  2.136670038e-12  2.340826952e-03
  2.841636718e-04  5.352466236e-10 -7.663849543e-04 -2.366422357e-09  8.171181965e-13  2.340826952e-03
  1.968600121e-04  1.101800932e-10  1.908448435e-04  9.104414793e-10 -2.883527277e-13  2.340826952e-03
  3.172121883e-04 -7.550912534e-10 -3.073604893e-04 -4.860900246e-10  6.931256754e-13  2.340826952e-03
 -2.852858524e-04  1.097253178e-09 -7.525316254e-04 -3.957446427e-10 -7.798454604e-13  2.340826952e-03
  3.091460786e-05 -1.451806157e-11 -2.399242597e-04 -4.685500443e-10 -1.015642475e-12  2.340826952e-03
  1.711230083e-03  8.083988020e-10 -9.897998030e-05 -7.820404863e-10 -3.459363748e-13  2.340826952e-03
 -6.939173788e-04 -1.023675666e-09  2.710556454e-04 -8.059473940e-10 -1.080146594e-13  2.340826952e-03
 -2.251078287e-04 -4.636908281e-10 -1.868260142e-03 -1.588849539e-12 -4.035731819e-13  2.340826952e-03
  4.691841582e-04 -1.678527725e-10  5.760286255e-04  6.367471163e-10 -3.732948896e-14  2.340826952e-03
 -2.800839341e-04  8.560645727e-10  3.733489972e-04  3.091825106e-10 -3.177367844e-14  2.340826952e-03
 -2.384538151e-04  1.649202324e-09 -5.191766467e-04  1.372616033e-10  8.927845447e-13  2.340826952e-03
 -1.436357014e-04  3.290757476e-10 -1.131012766e-03  7.399430533e-10  1.073068671e-12  2.340826952e-03
 -1.023372951e-04  8.548050027e-10 -1.304589287e-03  6.085737442e-10 -1.741097677e-12  2.340826952e-03
 -7.354027066e-04 -3.886186164e-10 -3.559220019e-05 -6.004146432e-10 -5.044480437e-13  2.340826952e-03
  4.231129667e-04 -1.163279701e-09 -2.438113959e-05  1.137077132e-10  6.935643833e-13  2.340826952e-03
 -1.564152296e-03  5.018369433e-10  8.065215636e-04 -1.459975274e-09 -1.550654212e-12  2.340826952e-03
  5.839933182e-04 -1.062529936e-09  4.597065346e-04 -4.358426541e-10 -2.059174300e-13  2.340826952e-03
 -2.316058239e-04  4.242045301e-10  7.039999076e-04  1.055925591e-11 -4.963027081e-13  2.340826952e-03
 -8.129696974e-04 -4.379809612e-10 -1.618441114e-03  5.918987387e-10 -3.198267121e-13  2.340826952e-03
  2.008256547e-04  1.148554515e-09  1.811545502e-04  2.149525596e-09 -1.658183802e-13  2.340826952e-03
 -1.326282678e-04  7.455479658e-10  2.332448177e-04 -4.247559087e-10  8.058000724e-13  2.340826952e-03
 -1.013272467e-04  5.738456784e-10  7.598812523e-04 -7.417165061e-10  1.414215700e-12  2.340826952e-03
  1.666037259e-03  6.221841483e-10  1.450502412e-04 -6.666960084e-10 -5.709289900e-13  2.340826952e-03
  1.091444760e-04 -1.644439489e-09  1.200683931e-03  8.855167201e-10 -5.741902039e-13  2.340826952e-03
  4.551901979e-04 -1.100574919e-09  1.043768402e-04 -2.760165772e-10  1.831447177e-12  2.340826952e-03
  4.862345487e-04  8.271810529e-10 -4.682379735e-04 -8.885673640e-10 -1.396933724e-13  2.340826952e-03
  5.453450894e-04 -7.776161196e-11  1.048295993e-03  5.992938444e-10  2.507393791e-12  2.340826952e-03
  7.775555398e-04  3.007370579e-10  5.466024431e-04 -1.976447636e-09  6.518935227e-13  2.340826952e-03
 -1.804429421e-04 -1.479563154e-10  9.052848313e-04 -1.850912883e-09  4.448768278e-13  2.340826952e-03
 -4.850539103e-04 -8.938343774e-10 -1.127432265e-03  5.613987753e-10  4.532917737e-13  2.340826952e-03
 -4.633413752e-04 -7.926669244e-10  5.060985307e-04  4.548890744e-10  8.554505822e-13  2.340826952e-03
 -1.561525737e-04 -1.667347812e-09  2.101211968e-04  9.607971356e-10  9.358215278e-13  2.340826952e-03
  4.045474499e-04 -4.421939796e-10 -7.102843778e-05  2.170910825e-10  4.882722935e-13  2.340826952e-03
  9.409607538e-05  5.053301090e-10 -2.470072161e-04 -1.453463357e-09  4.139899123e-13  2.340826952e-03
 -7.927600365e-04  1.273612215e-10 -1.750931419e-04 -3.304225637e-10  1.240071537e-12  2.340826952e-03
 -1.736067108e-04 -4.238726351e-10 -9.846506947e-04 -1.927143601e-09 -7.662907960e-13  2.340826952e-03
 -8.686516982e-04  6.585128204e-10 -7.491953330e-04  4.065699517e-11  8.817637147e-13  2.340826952e-03
 -1.165829703e-03  5.061078484e-10  7.859069566e-04 -9.276755596e-10 -6.881889174e-13  2.340826952e-03
 -4.456412504e-04  9.366549599e-10  5.694362913e-05 -6.150714054e-10 -1.345660908e-12  2.340826952e-03
 -4.886902625e-04  1.921171243e-09 -1.269106972e-03  1.086119819e-09  1.470122933e-12  2.340826952e-03
  1.296009906e-03  7.514121336e-10  3.673621601e-04 -5.777029680e-10  3.871657440e-13  2.340826952e-03
 -3.612353008e-04 -3.243738607e-10  1.394367576e-04  1.571686405e-09  1.870421922e-12  2.340826952e-03
 -1.825414494e-03  2.922788928e-10  4.449929274e-04 -1.033564218e-09 -2.234191711e-12  2.340826952e-03
 -2.138206236e-04 -2.391282752e-10  6.717775296e-04 -9.773204472e-10 -1.356908149e-13  2.340826952e-03
 -1.355168099e-03 -1.233378388e-09  4.562337023e-04  5.086555362e-10 -2.483426731e-13  2.340826952e-03
  2.556248762e-04 -1.389399157e-09  4.311031341e-04  1.187132693e-10  1.207358215e-12  2.340826952e-03
  8.446362940e-05  1.475270185e-09  1.509708084e-03  1.177401820e-09 -7.330522238e-13  2.340826952e-03
  3.893181829e-04 -9.866023699e-10 -1.082896464e-03 -9.796212901e-10 -2.100275473e-12  2.340826952e-03
 -1.274081244e-04  3.232220775e-10  1.485639388e-04  2.434325144e-12  9.741823060e-13  2.340826952e-03
 -5.310471969e-04  7.490838579e-10  6.781902829e-04  7.523056695e-10 -1.141270278e-12  2.340826952e-03
  6.260741867e-04  6.848577708e-10  6.533171544e-04  8.732936225e-10  1.916592008e-12  2.340826952e-03
 -5.211670051e-04 -1.300508026e-09 -6.595301686e-04 -3.285415933e-10  7.906583071e-13  2.340826952e-03
 -2.601291355e-04 -3.023832212e-10  4.884307697e-05 -2.547094695e-10  2.619115493e-14  2.340826952e-03
  1.132937684e-03 -6.265207792e-10 -1.390021927e-03 -8.686454659e-10 -3.291351225e-13  2.340826952e-03
  3.857084843e-04  1.303134006e-09 -8.254030295e-05 -3.633953893e-11 -1.325891439e-12  2.340826952e-03
  1.406482414e-04  9.532990615e-10  4.797874652e-04 -1.788599965e-09 -7.478144923e-13  2.340826952e-03
 -2.422575562e-04 -1.056478000e-09 -5.683066101e-04  2.120715841e-09 -7.586721403e-14  2.340826952e-03
 -2.259951874e-04 -2.577059372e-10  8.603307402e-04 -9.681193549e-10 -1.096865529e-12  2.340826952e-03
 -8.266361995e-04  4.117037834e-10  4.172131220e-04 -1.830100078e-09  7.741434726e-14  2.340826952e-03
  6.890036112e-04 -3.458758618e-10  5.077153920e-04 -6.492432150e-10  1.616714004e-12  2.340826952e-03
